external_bet_id,external_player_id,stake_amount,odds,potential_payout,settled_payout,bet_type,product_type,sport,market_type,event_id,selection,channel,placed_at,settled_at,status,game_id,game_name,game_provider,game_category,rtp_teorico
BET-000331,PLY-NORM-024,424.02,6.99,2963.87,2963.87,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,PAL_VS_SAO_20260321,Under 2.5,APP,2026-02-21T03:21:11Z,2026-02-22T10:21:11Z,WON,,,,,
BET-001525,PLY-STRU-092,235.64,3.57,841.24,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,WIMBLEDON_R1_20260315,Over 2.5,WEB,2026-02-21T05:36:34Z,2026-02-22T23:36:34Z,LOST,,,,,
BET-000321,PLY-NORM-024,35.61,3.34,118.93,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,ATM_VS_CAP_20260318,Under 2.5,WEB,2026-02-21T05:44:46Z,2026-02-21T09:44:46Z,LOST,,,,,
BET-001277,PLY-INCO-084,814.16,2.90,2361.06,2361.06,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,NBA_LAL_VS_GSW_20260325,BTTS Yes,WEB,2026-02-21T08:18:42Z,2026-02-22T02:18:42Z,WON,,,,,
BET-000279,PLY-NORM-022,260.98,2.15,561.11,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Over 2.5,TERMINAL,2026-02-21T09:27:44Z,2026-02-22T23:27:44Z,LOST,,,,,
BET-000867,PLY-NORM-060,255.18,3.77,962.04,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,UFC_300_20260329,Home Win,APP,2026-02-21T09:53:36Z,2026-02-22T10:53:36Z,LOST,,,,,
BET-000164,PLY-NORM-011,99.68,3.09,308.02,308.02,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,ATM_VS_CAP_20260318,Home Win,TERMINAL,2026-02-21T10:12:13Z,2026-02-21T16:12:13Z,WON,,,,,
BET-001795,PLY-BONU-111,33.30,1.16,38.63,38.63,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,UFC_300_20260329,BTTS Yes,WEB,2026-02-21T11:54:44Z,2026-02-23T00:54:44Z,WON,,,,,
BET-001636,PLY-STRU-098,143.09,1.52,217.50,217.50,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,NBA_LAL_VS_GSW_20260325,Home Win,WEB,2026-02-21T13:14:25Z,2026-02-22T17:14:25Z,WON,,,,,
BET-000657,PLY-NORM-047,321.60,4.60,1479.37,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,BRA_VS_ARG_20260401,Home Win,WEB,2026-02-21T13:26:26Z,2026-02-23T16:26:26Z,LOST,,,,,
BET-000402,PLY-NORM-029,208.73,5.64,1177.25,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,WIMBLEDON_R1_20260315,Away Win,TERMINAL,2026-02-21T14:28:07Z,2026-02-23T14:28:07Z,LOST,,,,,
BET-001048,PLY-NORM-070,223.04,7.65,1706.26,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,WIMBLEDON_R1_20260315,Under 2.5,APP,2026-02-21T15:10:35Z,2026-02-24T12:10:35Z,LOST,,,,,
BET-001619,PLY-STRU-098,261.47,3.47,907.31,907.31,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,NBA_LAL_VS_GSW_20260325,Over 2.5,APP,2026-02-21T15:12:44Z,2026-02-24T13:12:44Z,WON,,,,,
BET-000287,PLY-NORM-022,93.68,6.27,587.37,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,NBA_LAL_VS_GSW_20260325,Over 2.5,APP,2026-02-21T16:49:51Z,2026-02-23T06:49:51Z,LOST,,,,,
BET-001653,PLY-NETW-100,1374.05,3.57,4905.36,4905.36,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,BOT_VS_FLU_20260323,BTTS Yes,TERMINAL,2026-02-21T17:23:14Z,2026-02-24T05:23:14Z,WON,,,,,
BET-001417,PLY-INCO-088,3422.69,4.53,15504.78,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,FLA_VS_COR_20260320,Home Win,WEB,2026-02-21T18:50:40Z,2026-02-23T04:50:40Z,LOST,,,,,
BET-001441,PLY-INCO-089,3223.99,4.14,13347.30,1210.31,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,ATM_VS_CAP_20260318,Under 2.5,TERMINAL,2026-02-21T18:59:48Z,2026-02-23T14:59:48Z,CASHOUT,,,,,
BET-001808,PLY-BONU-111,53.40,,57.67,57.67,CASINO_LIVE,CASINO_LIVE,,,,,TERMINAL,2026-02-21T19:23:37Z,2026-02-23T13:23:37Z,WON,GAME-BLACKJACK-01,Infinite Blackjack,Evolution,LIVE,0.9956
BET-000555,PLY-NORM-039,83.02,1.57,130.34,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,BOT_VS_FLU_20260323,BTTS Yes,WEB,2026-02-21T19:39:08Z,2026-02-23T07:39:08Z,LOST,,,,,
BET-001933,PLY-BONU-115,26.54,1.21,32.11,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,BAH_VS_FOR_20260319,Over 2.5,WEB,2026-02-21T20:43:01Z,2026-02-23T04:43:01Z,LOST,,,,,
BET-000056,PLY-NORM-004,71.52,2.46,175.95,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,PAL_VS_SAO_20260321,Over 2.5,TERMINAL,2026-02-21T21:30:35Z,2026-02-23T00:30:35Z,LOST,,,,,
BET-000901,PLY-NORM-062,171.65,3.59,616.23,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,SAN_VS_VAS_20260317,Under 2.5,TERMINAL,2026-02-21T22:23:05Z,2026-02-22T17:23:05Z,LOST,,,,,
BET-001153,PLY-NORM-077,81.89,3.79,310.36,310.36,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,WIMBLEDON_R1_20260315,Over 2.5,WEB,2026-02-22T00:30:51Z,2026-02-23T17:30:51Z,WON,,,,,
BET-001577,PLY-STRU-095,107.96,3.86,416.73,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,SAN_VS_VAS_20260317,Home Win,TERMINAL,2026-02-22T00:34:42Z,2026-02-23T14:34:42Z,LOST,,,,,
BET-001157,PLY-NORM-078,89.63,1.66,148.79,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,GRE_VS_INT_20260322,BTTS Yes,WEB,2026-02-22T02:35:29Z,2026-02-24T23:35:29Z,LOST,,,,,
BET-001281,PLY-INCO-084,2506.05,3.76,9422.75,9422.75,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,BOT_VS_FLU_20260323,BTTS Yes,TERMINAL,2026-02-22T02:38:44Z,2026-02-23T05:38:44Z,WON,,,,,
BET-000308,PLY-NORM-023,80.43,1.84,147.99,35.01,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,CRU_VS_AME_20260316,Under 2.5,WEB,2026-02-22T03:04:42Z,2026-02-22T09:04:42Z,CASHOUT,,,,,
BET-000116,PLY-NORM-007,248.15,7.10,1761.90,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,BAH_VS_FOR_20260319,Away Win,APP,2026-02-22T03:19:52Z,2026-02-22T10:19:52Z,LOST,,,,,
BET-000725,PLY-NORM-051,75.62,3.09,233.67,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,Draw,WEB,2026-02-22T05:39:00Z,2026-02-23T01:39:00Z,LOST,,,,,
BET-000974,PLY-NORM-066,29.97,3.33,99.80,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,WIMBLEDON_R1_20260315,Away Win,TERMINAL,2026-02-22T06:46:28Z,2026-02-23T04:46:28Z,LOST,,,,,
BET-001295,PLY-INCO-084,3268.16,4.77,15589.12,15589.12,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,UFC_300_20260329,Under 2.5,TERMINAL,2026-02-22T06:48:20Z,2026-02-24T12:48:20Z,WON,,,,,
BET-001310,PLY-INCO-085,3358.14,3.47,11652.76,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,ATM_VS_CAP_20260318,Under 2.5,APP,2026-02-22T07:00:39Z,2026-02-23T23:00:39Z,LOST,,,,,
BET-001652,PLY-NETW-100,727.19,5.48,3984.98,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,CRU_VS_AME_20260316,Draw,TERMINAL,2026-02-22T08:03:16Z,2026-02-24T02:03:16Z,LOST,,,,,
BET-000004,PLY-NORM-001,11.63,3.70,43.04,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,SAN_VS_VAS_20260317,Home Win,WEB,2026-02-22T10:08:01Z,2026-02-24T19:08:01Z,LOST,,,,,
BET-000861,PLY-NORM-060,293.87,2.13,625.93,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,UFC_300_20260329,Away Win,TERMINAL,2026-02-22T12:30:49Z,2026-02-22T13:30:49Z,LOST,,,,,
BET-001595,PLY-STRU-096,217.11,3.93,853.25,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,GRE_VS_INT_20260322,Draw,APP,2026-02-22T12:54:44Z,2026-02-25T04:54:44Z,LOST,,,,,
BET-000663,PLY-NORM-047,318.87,3.19,1017.18,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,ATM_VS_CAP_20260318,Draw,WEB,2026-02-22T13:31:38Z,2026-02-23T10:31:38Z,LOST,,,,,
BET-001083,PLY-NORM-073,54.95,2.67,146.71,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,BOT_VS_FLU_20260323,Away Win,TERMINAL,2026-02-22T14:34:25Z,2026-02-25T00:34:25Z,LOST,,,,,
BET-001943,PLY-BONU-115,118.83,,134.28,134.28,SLOT,SLOT,,,,,WEB,2026-02-22T15:12:51Z,2026-02-24T08:12:51Z,WON,GAME-SLOT-01,Gates of Olympus,Pragmatic Play,SLOT,0.9649
BET-000571,PLY-NORM-040,111.12,1.71,190.01,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,BRA_VS_ARG_20260401,Home Win,WEB,2026-02-22T15:23:50Z,2026-02-23T04:23:50Z,LOST,,,,,
BET-001402,PLY-INCO-088,2368.30,2.55,6039.17,1512.31,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,NBA_LAL_VS_GSW_20260325,Under 2.5,APP,2026-02-22T15:32:00Z,2026-02-24T02:32:00Z,CASHOUT,,,,,
BET-000799,PLY-NORM-056,210.77,6.53,1376.30,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,BOT_VS_FLU_20260323,Home Win,WEB,2026-02-22T16:06:31Z,2026-02-24T10:06:31Z,LOST,,,,,
BET-001270,PLY-INCO-083,4915.79,2.37,11650.41,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,GRE_VS_INT_20260322,Away Win,WEB,2026-02-22T16:19:17Z,2026-02-22T19:19:17Z,LOST,,,,,
BET-000548,PLY-NORM-039,136.82,2.38,325.63,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,SAN_VS_VAS_20260317,Away Win,APP,2026-02-22T18:18:43Z,2026-02-24T12:18:43Z,LOST,,,,,
BET-000760,PLY-NORM-054,334.93,3.03,1014.83,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,BRA_VS_ARG_20260401,Away Win,TERMINAL,2026-02-22T18:30:29Z,2026-02-24T13:30:29Z,LOST,,,,,
BET-001966,PLY-PEP_-116,821.67,2.12,1741.94,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,WIMBLEDON_R1_20260315,BTTS Yes,TERMINAL,2026-02-22T19:38:39Z,2026-02-24T17:38:39Z,LOST,,,,,
BET-001427,PLY-INCO-088,2421.24,4.97,12033.56,12033.56,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,PAL_VS_SAO_20260321,BTTS Yes,APP,2026-02-22T21:37:46Z,2026-02-24T16:37:46Z,WON,,,,,
BET-001961,PLY-PEP_-116,4203.43,5.12,21521.56,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,WIMBLEDON_R1_20260315,Over 2.5,TERMINAL,2026-02-22T23:26:30Z,2026-02-24T08:26:30Z,LOST,,,,,
BET-001958,PLY-PEP_-116,5165.43,5.04,26033.77,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,BAH_VS_FOR_20260319,BTTS Yes,WEB,2026-02-23T00:58:44Z,2026-02-24T22:58:44Z,LOST,,,,,
BET-000045,PLY-NORM-003,62.77,3.49,219.05,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,BAH_VS_FOR_20260319,Home Win,WEB,2026-02-23T02:02:12Z,2026-02-24T05:02:12Z,LOST,,,,,
BET-000381,PLY-NORM-028,101.17,2.70,273.16,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,SAN_VS_VAS_20260317,Over 2.5,TERMINAL,2026-02-23T02:48:16Z,2026-02-25T18:48:16Z,LOST,,,,,
BET-001740,PLY-NETW-106,1439.94,2.65,3815.85,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,WIMBLEDON_R1_20260315,Away Win,TERMINAL,2026-02-23T02:53:52Z,2026-02-25T12:53:52Z,LOST,,,,,
BET-000186,PLY-NORM-013,342.07,5.08,1737.69,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,PAL_VS_SAO_20260321,Draw,WEB,2026-02-23T05:40:36Z,2026-02-23T11:40:36Z,LOST,,,,,
BET-000897,PLY-NORM-062,215.71,4.18,901.67,70.62,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Over 2.5,TERMINAL,2026-02-23T06:03:24Z,2026-02-23T09:03:24Z,CASHOUT,,,,,
BET-001990,PLY-PEP_-117,7774.19,3.12,24255.46,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,UFC_300_20260329,Draw,APP,2026-02-23T08:08:27Z,2026-02-25T23:08:27Z,LOST,,,,,
BET-000449,PLY-NORM-034,135.76,5.48,743.97,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,WIMBLEDON_R1_20260315,Over 2.5,WEB,2026-02-23T08:10:03Z,2026-02-23T11:10:03Z,LOST,,,,,
BET-001503,PLY-STRU-091,282.79,3.81,1077.42,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,GRE_VS_INT_20260322,Away Win,WEB,2026-02-23T08:29:47Z,2026-02-24T06:29:47Z,LOST,,,,,
BET-000831,PLY-NORM-058,14.35,1.81,25.98,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,CRU_VS_AME_20260316,Over 2.5,TERMINAL,2026-02-23T08:44:36Z,2026-02-25T13:44:36Z,LOST,,,,,
BET-002013,PLY-PEP_-118,3269.30,3.92,12815.65,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,BAH_VS_FOR_20260319,Under 2.5,TERMINAL,2026-02-23T09:12:48Z,2026-02-25T23:12:48Z,LOST,,,,,
BET-001656,PLY-NETW-100,1593.65,2.10,3346.67,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,GRE_VS_INT_20260322,Under 2.5,WEB,2026-02-23T09:31:42Z,2026-02-24T23:31:42Z,LOST,,,,,
BET-000192,PLY-NORM-013,216.34,7.72,1670.13,75.44,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,BRA_VS_ARG_20260401,Home Win,APP,2026-02-23T12:30:21Z,2026-02-23T14:30:21Z,CASHOUT,,,,,
BET-000557,PLY-NORM-040,57.67,4.99,287.78,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,UFC_300_20260329,Under 2.5,APP,2026-02-23T15:03:54Z,2026-02-26T10:03:54Z,LOST,,,,,
BET-000719,PLY-NORM-051,65.70,3.11,204.33,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,PAL_VS_SAO_20260321,Draw,WEB,2026-02-23T15:17:20Z,2026-02-24T10:17:20Z,LOST,,,,,
BET-001669,PLY-NETW-102,961.54,2.12,2038.47,2038.47,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,FLA_VS_COR_20260320,Away Win,TERMINAL,2026-02-23T17:25:02Z,2026-02-26T01:25:02Z,WON,,,,,
BET-001593,PLY-STRU-096,388.27,3.87,1502.62,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,NBA_LAL_VS_GSW_20260325,Under 2.5,TERMINAL,2026-02-23T17:27:47Z,2026-02-24T18:27:47Z,LOST,,,,,
BET-001169,PLY-NORM-079,203.06,2.32,471.10,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,ATM_VS_CAP_20260318,Under 2.5,APP,2026-02-23T19:54:30Z,2026-02-25T18:54:30Z,LOST,,,,,
BET-000985,PLY-NORM-066,262.83,7.14,1876.64,91.15,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,GRE_VS_INT_20260322,BTTS Yes,TERMINAL,2026-02-23T20:18:53Z,2026-02-24T16:18:53Z,CASHOUT,,,,,
BET-001703,PLY-NETW-104,1631.36,2.74,4469.94,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,FLA_VS_COR_20260320,BTTS Yes,TERMINAL,2026-02-23T20:23:28Z,2026-02-25T01:23:28Z,LOST,,,,,
BET-000582,PLY-NORM-041,157.20,6.31,991.90,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,BRA_VS_ARG_20260401,Home Win,WEB,2026-02-23T21:57:13Z,2026-02-25T14:57:13Z,LOST,,,,,
BET-002034,PLY-PEP_-119,7022.89,3.28,23035.09,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,WIMBLEDON_R1_20260315,Under 2.5,APP,2026-02-23T22:19:42Z,2026-02-25T08:19:42Z,LOST,,,,,
BET-001950,PLY-BONU-115,26.50,1.17,31.01,31.01,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,GRE_VS_INT_20260322,Away Win,WEB,2026-02-23T22:42:02Z,2026-02-25T19:42:02Z,WON,,,,,
BET-000151,PLY-NORM-010,80.35,1.32,106.07,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,BRA_VS_ARG_20260401,BTTS Yes,TERMINAL,2026-02-23T23:17:58Z,2026-02-24T01:17:58Z,LOST,,,,,
BET-000401,PLY-NORM-029,82.66,1.68,138.86,138.86,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,Away Win,APP,2026-02-23T23:54:38Z,2026-02-26T12:54:38Z,WON,,,,,
BET-000924,PLY-NORM-063,210.13,3.57,750.16,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,BRA_VS_ARG_20260401,BTTS Yes,TERMINAL,2026-02-24T00:26:19Z,2026-02-24T03:26:19Z,LOST,,,,,
BET-000297,PLY-NORM-023,53.43,7.93,423.68,0.00,SPORTSBOOK,SPORTSBOOK,MMA,BOTH_TEAMS_SCORE,UFC_300_20260329,Draw,WEB,2026-02-24T03:21:50Z,2026-02-25T12:21:50Z,LOST,,,,,
BET-001410,PLY-INCO-088,2062.93,1.91,3940.19,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Away Win,TERMINAL,2026-02-24T04:01:19Z,2026-02-25T21:01:19Z,LOST,,,,,
BET-001742,PLY-NETW-107,1941.56,4.87,9455.42,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,PAL_VS_SAO_20260321,Under 2.5,WEB,2026-02-24T06:17:52Z,2026-02-26T08:17:52Z,LOST,,,,,
BET-000836,PLY-NORM-058,143.48,2.84,407.48,407.48,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,BRA_VS_ARG_20260401,BTTS Yes,WEB,2026-02-24T07:27:27Z,2026-02-26T04:27:27Z,WON,,,,,
BET-000987,PLY-NORM-066,228.16,7.41,1690.67,77.88,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,PAL_VS_SAO_20260321,Away Win,APP,2026-02-24T09:20:46Z,2026-02-27T01:20:46Z,CASHOUT,,,,,
BET-000675,PLY-NORM-048,150.22,7.82,1174.75,1174.75,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,WIMBLEDON_R1_20260315,Over 2.5,WEB,2026-02-24T09:48:11Z,2026-02-24T18:48:11Z,WON,,,,,
BET-001887,PLY-BONU-114,191.30,,263.99,0.00,SLOT,SLOT,,,,,TERMINAL,2026-02-24T10:29:11Z,2026-02-25T23:29:11Z,LOST,GAME-SLOT-03,Big Bass Bonanza,Pragmatic Play,SLOT,0.9670
BET-000523,PLY-NORM-038,223.76,6.77,1514.87,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,ATM_VS_CAP_20260318,Under 2.5,APP,2026-02-24T10:45:18Z,2026-02-25T14:45:18Z,LOST,,,,,
BET-000247,PLY-NORM-018,24.07,4.83,116.27,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,BOT_VS_FLU_20260323,Home Win,APP,2026-02-24T12:13:51Z,2026-02-26T00:13:51Z,LOST,,,,,
BET-000224,PLY-NORM-016,317.44,5.58,1771.34,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,PAL_VS_SAO_20260321,Away Win,APP,2026-02-24T15:24:21Z,2026-02-27T02:24:21Z,LOST,,,,,
BET-000521,PLY-NORM-037,121.84,5.73,698.12,38.64,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,BOT_VS_FLU_20260323,Away Win,WEB,2026-02-24T15:26:09Z,2026-02-26T17:26:09Z,CASHOUT,,,,,
BET-001037,PLY-NORM-070,64.33,7.55,485.73,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,BRA_VS_ARG_20260401,Away Win,WEB,2026-02-24T16:47:39Z,2026-02-26T21:47:39Z,LOST,,,,,
BET-000289,PLY-NORM-022,68.86,3.91,269.25,269.25,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,GRE_VS_INT_20260322,Over 2.5,TERMINAL,2026-02-24T17:57:44Z,2026-02-27T02:57:44Z,WON,,,,,
BET-001353,PLY-INCO-086,573.38,2.65,1519.46,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,ATM_VS_CAP_20260318,Away Win,APP,2026-02-24T18:05:41Z,2026-02-26T04:05:41Z,LOST,,,,,
BET-000477,PLY-NORM-035,104.45,5.22,545.22,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,UFC_300_20260329,Home Win,WEB,2026-02-24T19:32:38Z,2026-02-27T16:32:38Z,LOST,,,,,
BET-001279,PLY-INCO-084,1731.64,3.83,6632.17,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,UFC_300_20260329,Over 2.5,WEB,2026-02-24T20:10:54Z,2026-02-26T04:10:54Z,LOST,,,,,
BET-001244,PLY-INCO-083,4009.94,2.17,8701.58,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,BAH_VS_FOR_20260319,Home Win,TERMINAL,2026-02-24T21:52:35Z,2026-02-27T10:52:35Z,LOST,,,,,
BET-001650,PLY-NETW-100,1884.04,5.63,10607.15,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,WIMBLEDON_R1_20260315,Home Win,TERMINAL,2026-02-25T00:24:47Z,2026-02-27T11:24:47Z,LOST,,,,,
BET-000015,PLY-NORM-001,83.34,3.66,305.04,0.00,SPORTSBOOK,SPORTSBOOK,MMA,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,Over 2.5,APP,2026-02-25T01:21:30Z,2026-02-26T21:21:30Z,LOST,,,,,
BET-000104,PLY-NORM-007,176.11,4.78,841.81,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,GRE_VS_INT_20260322,Under 2.5,TERMINAL,2026-02-25T02:59:54Z,2026-02-25T18:59:54Z,LOST,,,,,
BET-001840,PLY-BONU-112,102.54,1.43,146.63,146.63,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,FLA_VS_COR_20260320,Away Win,APP,2026-02-25T03:30:41Z,2026-02-27T19:30:41Z,WON,,,,,
BET-000050,PLY-NORM-003,174.20,5.38,937.20,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,WIMBLEDON_R1_20260315,Home Win,WEB,2026-02-25T03:40:47Z,2026-02-26T09:40:47Z,LOST,,,,,
BET-000705,PLY-NORM-049,28.60,5.76,164.76,164.76,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,CRU_VS_AME_20260316,Away Win,WEB,2026-02-25T04:50:14Z,2026-02-25T22:50:14Z,WON,,,,,
BET-001241,PLY-INCO-083,2686.21,3.15,8461.56,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,FLA_VS_COR_20260320,Home Win,APP,2026-02-25T04:54:25Z,2026-02-25T21:54:25Z,LOST,,,,,
BET-001860,PLY-BONU-113,107.53,1.29,138.72,52.61,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,UFC_300_20260329,Under 2.5,APP,2026-02-25T05:16:16Z,2026-02-28T00:16:16Z,CASHOUT,,,,,
BET-000491,PLY-NORM-036,63.72,7.91,504.00,504.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,ATM_VS_CAP_20260318,Under 2.5,APP,2026-02-25T06:00:25Z,2026-02-25T14:00:25Z,WON,,,,,
BET-001719,PLY-NETW-105,1758.85,1.71,3007.63,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,GRE_VS_INT_20260322,Over 2.5,TERMINAL,2026-02-25T06:03:16Z,2026-02-26T01:03:16Z,LOST,,,,,
BET-000871,PLY-NORM-061,76.07,4.83,367.43,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,GRE_VS_INT_20260322,Home Win,WEB,2026-02-25T08:10:57Z,2026-02-26T00:10:57Z,LOST,,,,,
BET-000566,PLY-NORM-040,16.09,6.35,102.18,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,BRA_VS_ARG_20260401,Over 2.5,TERMINAL,2026-02-25T08:53:13Z,2026-02-25T18:53:13Z,LOST,,,,,
